,coilable,sigma_crit,energy
0,1.0,0.0004942041095703,0.0002795299964829
1,0.0,,
2,2.0,23.052001957430125,14.285320061547942
3,0.0,0.6937754955307428,
4,1.0,2.887961935368296,
5,0.0,36.69985663744633,
6,2.0,24.303596429904783,
7,1.0,0.0689752058569379,
8,0.0,0.4395986852152623,
9,0.0,,
10,2.0,79.31136448109802,39.97116596657696
11,2.0,3.090661670890134,1.9864267303773644
12,2.0,1.0773007111958686,0.648854850318014
13,0.0,46.26443209749687,
14,2.0,6.818070438102323,4.208751100528502
15,0.0,0.0122384803631579,
16,1.0,0.0360976143327866,0.0224569185676918
17,0.0,8.632182141440982,
18,2.0,34.723788864017365,21.049810054658103
19,0.0,2.1423528579713844,
20,2.0,7.9252795462040195,4.554034999079164
21,2.0,66.05566758086023,
22,2.0,28.64407003790696,
23,1.0,0.2771205869116081,
24,1.0,0.1494655901564607,0.0838232446715352
25,2.0,11.663383525591984,7.416238871551037
26,2.0,88.44303849593861,53.15691401510934
27,0.0,2.4085872467755074,
28,2.0,0.6597545348954194,0.4097573095258641
29,0.0,37.37849331479017,
30,2.0,7.223215261237052,4.139339478452614
31,0.0,0.0057646175035793,
32,1.0,0.0109305195760378,
33,0.0,,
34,2.0,58.78419654087773,31.403340898448523
35,1.0,1.0613979492821264,
36,2.0,2.4698300688772687,1.5363111841619548
37,2.0,70.72081727276988,41.87421261883395
38,2.0,16.600497184257048,9.971568961621154
39,0.0,0.1684113945821199,
40,2.0,0.3960156955989776,0.2334657281283162
41,2.0,38.03421168032879,22.47001330694769
42,2.0,52.17353682461276,33.37251499875964
43,0.0,,
44,0.0,3.189083087698162,
45,0.0,36.40701154215724,
46,2.0,16.24780983036541,9.528230536199173
47,1.0,0.0386008032777359,
48,1.0,0.0354953720281268,
49,0.0,,
50,2.0,45.93466305541046,
51,0.0,0.8470735367168564,
52,2.0,4.398278683333146,2.778883341657928
53,0.0,59.63090083812661,
54,2.0,16.86915072819617,10.134589471835282
55,1.0,0.4003829072374192,
56,1.0,0.0832736859443138,
57,0.0,14.360868825067902,
58,2.0,54.82314831720663,31.971816767416325
59,0.0,2.669728677400689,
60,2.0,0.7962076169046867,0.4437153210937642
61,2.0,22.00539905165781,13.662556142769372
62,2.0,12.555160502724494,7.418872597659685
63,1.0,0.0017700321502999,
64,1.0,0.0047802505467536,0.0028424594467486
65,0.0,6.170500805650019,
66,2.0,35.364228355019144,19.52835613774125
67,1.0,0.5589521601387364,
68,2.0,2.666927550402272,1.321088896443095
69,0.0,71.25685112110337,
70,2.0,12.8291616527515,8.15073575186147
71,0.0,0.1380064342538443,
72,1.0,0.2551826695558213,0.1539844562991069
