,ratio_d,ratio_pitch,ratio_top_diameter
191,0.00588671875,0.9970703125,0.071875
192,0.00534765625,0.4990234375,0.478125
193,0.03984765625,1.1240234375,0.078125
194,0.0570976562499999,0.8115234375,0.6781250000000001
195,0.0225976562499999,1.4365234375,0.278125
196,0.0312226562499999,0.6552734375,0.178125
197,0.06572265625,1.2802734375,0.578125
198,0.0484726562499999,0.3427734375,0.378125
199,0.0139726562499999,0.9677734375,0.7781250000000001
200,0.0182851562499999,0.7333984375,0.328125
201,0.0527851562499999,1.3583984375,0.728125
202,0.07003515625,0.4208984375,0.128125
203,0.0355351562499999,1.0458984375,0.5281250000000001
204,0.0269101562499999,0.2646484375,0.628125
205,0.0614101562499999,0.8896484375,0.228125
206,0.04416015625,0.5771484375,0.428125
207,0.00966015625,1.2021484375,0.028125
208,0.01181640625,0.6162109375,0.703125
209,0.04631640625,1.2412109375,0.303125
210,0.06356640625,0.3037109375,0.503125
211,0.0290664062499999,0.9287109375,0.103125
212,0.0376914062499999,0.4599609375,0.203125
213,0.0721914062499999,1.0849609375,0.603125
214,0.0549414062499999,0.7724609375,0.003125
215,0.02044140625,1.3974609375,0.403125
216,0.01612890625,0.3818359375,0.053125
217,0.0506289062499999,1.0068359375,0.453125
218,0.06787890625,0.6943359375,0.253125
219,0.0333789062499999,1.3193359375,0.6531250000000001
220,0.02475390625,0.8505859375,0.553125
221,0.0592539062499999,1.4755859375,0.153125
222,0.04200390625,0.5380859375,0.753125
223,0.0075039062499999,1.1630859375,0.353125
224,0.00642578125,0.8310546875,0.140625
225,0.04092578125,1.4560546875,0.540625
226,0.0581757812499999,0.5185546875,0.340625
227,0.0236757812499999,1.1435546875,0.7406250000000001
228,0.0323007812499999,0.3623046875,0.440625
229,0.06680078125,0.9873046875,0.040625
230,0.0495507812499999,0.6748046875,0.640625
231,0.0150507812499999,1.2998046875,0.240625
232,0.0193632812499999,0.4404296875,0.690625
233,0.0538632812499999,1.0654296875,0.290625
234,0.07111328125,0.7529296875,0.490625
235,0.0366132812499999,1.3779296875,0.090625
236,0.0279882812499999,0.5966796875,0.390625
237,0.06248828125,1.2216796875,0.790625
238,0.04523828125,0.2841796875,0.190625
239,0.0107382812499999,0.9091796875,0.5906250000000001
240,0.00858203125,0.3232421875,0.265625
241,0.04308203125,0.9482421875,0.665625
242,0.0603320312499999,0.6357421875,0.065625
243,0.0258320312499999,1.2607421875,0.465625
244,0.0344570312499999,0.7919921875,0.765625
245,0.06895703125,1.4169921875,0.365625
246,0.0517070312499999,0.4794921875,0.565625
247,0.0172070312499999,1.1044921875,0.165625
248,0.0128945312499999,0.7138671875,0.515625
249,0.04739453125,1.3388671875,0.115625
250,0.06464453125,0.4013671875,0.7156250000000001
251,0.03014453125,1.0263671875,0.315625
252,0.0215195312499999,0.5576171875,0.015625
253,0.0560195312499999,1.1826171875,0.415625
254,0.03876953125,0.8701171875,0.215625
255,0.00426953125,1.4951171875,0.6156250000000001
256,0.004404296875,0.87255859375,0.5421875
257,0.0389042968749999,1.49755859375,0.1421875
258,0.0561542968749999,0.56005859375,0.7421875
259,0.021654296875,1.18505859375,0.3421875
260,0.0302792968749999,0.40380859375,0.0421875
261,0.0647792968749999,1.02880859375,0.4421875
262,0.047529296875,0.71630859375,0.2421875
263,0.0130292968749999,1.34130859375,0.6421875
264,0.017341796875,0.48193359375,0.2921875
265,0.051841796875,1.10693359375,0.6921875000000001
266,0.069091796875,0.79443359375,0.0921875
267,0.034591796875,1.41943359375,0.4921875
268,0.0259667968749999,0.63818359375,0.7921875
269,0.0604667968749999,1.26318359375,0.3921875
270,0.0432167968749999,0.32568359375,0.5921875
271,0.0087167968749999,0.95068359375,0.1921875
272,0.010873046875,0.28662109375,0.6671875
273,0.0453730468749999,0.91162109375,0.2671875
274,0.0626230468749999,0.59912109375,0.4671875
275,0.028123046875,1.22412109375,0.0671875
276,0.0367480468749999,0.75537109375,0.3671875
277,0.071248046875,1.38037109375,0.7671875
278,0.053998046875,0.44287109375,0.1671875
279,0.0194980468749999,1.06787109375,0.5671875000000001
280,0.0151855468749999,0.67724609375,0.1171875
281,0.049685546875,1.30224609375,0.5171875
282,0.066935546875,0.36474609375,0.3171875
283,0.032435546875,0.98974609375,0.7171875000000001
284,0.0238105468749999,0.52099609375,0.4171875
285,0.0583105468749999,1.14599609375,0.0171875
286,0.0410605468749999,0.83349609375,0.6171875
287,0.006560546875,1.45849609375,0.2171875
288,0.0076386718749999,0.54052734375,0.0796875
289,0.0421386718749999,1.16552734375,0.4796875
290,0.0593886718749999,0.85302734375,0.2796875
291,0.0248886718749999,1.47802734375,0.6796875
292,0.033513671875,0.69677734375,0.5796875
293,0.068013671875,1.32177734375,0.1796875
294,0.050763671875,0.38427734375,0.7796875000000001
295,0.0162636718749999,1.00927734375,0.3796875
296,0.0205761718749999,0.77490234375,0.7296875
297,0.0550761718749999,1.39990234375,0.3296875
298,0.072326171875,0.46240234375,0.5296875
299,0.0378261718749999,1.08740234375,0.1296875
300,0.0292011718749999,0.30615234375,0.2296875
301,0.0637011718749999,0.93115234375,0.6296875000000001
302,0.0464511718749999,0.61865234375,0.0296875
303,0.011951171875,1.24365234375,0.4296875
304,0.009794921875,0.57958984375,0.3046875
305,0.0442949218749999,1.20458984375,0.7046875
306,0.0615449218749999,0.26708984375,0.1046875
307,0.027044921875,0.89208984375,0.5046875000000001
308,0.0356699218749999,0.42333984375,0.6046875
309,0.070169921875,1.04833984375,0.2046875
310,0.052919921875,0.73583984375,0.4046875
311,0.018419921875,1.36083984375,0.0046875
312,0.014107421875,0.34521484375,0.4546875
313,0.048607421875,0.97021484375,0.0546875
314,0.0658574218749999,0.65771484375,0.6546875000000001
315,0.031357421875,1.28271484375,0.2546875
316,0.022732421875,0.81396484375,0.1546875
317,0.0572324218749999,1.43896484375,0.5546875
318,0.0399824218749999,0.50146484375,0.3546875
319,0.005482421875,1.12646484375,0.7546875000000001
320,0.006021484375,0.37451171875,0.3984375
321,0.040521484375,0.99951171875,0.7984375
322,0.0577714843749999,0.68701171875,0.1984375
323,0.023271484375,1.31201171875,0.5984375000000001
324,0.0318964843749999,0.84326171875,0.6984375
325,0.066396484375,1.46826171875,0.2984375
326,0.0491464843749999,0.53076171875,0.4984375
327,0.014646484375,1.15576171875,0.0984375
328,0.0189589843749999,0.60888671875,0.4484375
329,0.0534589843749999,1.23388671875,0.0484375
330,0.0707089843749999,0.29638671875,0.6484375
331,0.036208984375,0.92138671875,0.2484375
332,0.027583984375,0.45263671875,0.1484375
333,0.062083984375,1.07763671875,0.5484375
334,0.044833984375,0.76513671875,0.3484375
335,0.0103339843749999,1.39013671875,0.7484375000000001
336,0.012490234375,0.72607421875,0.0234375
337,0.0469902343749999,1.35107421875,0.4234375
338,0.064240234375,0.41357421875,0.2234375
339,0.0297402343749999,1.03857421875,0.6234375000000001
340,0.038365234375,0.25732421875,0.5234375
341,0.0728652343749999,0.88232421875,0.1234375
342,0.0556152343749999,0.56982421875,0.7234375000000001
343,0.0211152343749999,1.19482421875,0.3234375
344,0.0168027343749999,0.49169921875,0.7734375
345,0.0513027343749999,1.11669921875,0.3734375
346,0.068552734375,0.80419921875,0.5734375
347,0.034052734375,1.42919921875,0.1734375
348,0.0254277343749999,0.64794921875,0.2734375
349,0.059927734375,1.27294921875,0.6734375
350,0.042677734375,0.33544921875,0.0734375
351,0.0081777343749999,0.96044921875,0.4734375
352,0.007099609375,0.70654296875,0.6359375
353,0.041599609375,1.33154296875,0.2359375
354,0.058849609375,0.39404296875,0.4359375
355,0.0243496093749999,1.01904296875,0.0359375
356,0.032974609375,0.55029296875,0.3359375
357,0.067474609375,1.17529296875,0.7359375
358,0.0502246093749999,0.86279296875,0.1359375
359,0.0157246093749999,1.48779296875,0.5359375000000001
360,0.0200371093749999,0.31591796875,0.1859375
361,0.0545371093749999,0.94091796875,0.5859375
362,0.0717871093749999,0.62841796875,0.3859375
363,0.037287109375,1.25341796875,0.7859375000000001
364,0.0286621093749999,0.78466796875,0.4859375
365,0.063162109375,1.40966796875,0.0859375
366,0.0459121093749999,0.47216796875,0.6859375000000001
367,0.011412109375,1.09716796875,0.2859375
368,0.009255859375,0.43310546875,0.5609375
369,0.043755859375,1.05810546875,0.1609375
370,0.061005859375,0.74560546875,0.7609375
371,0.0265058593749999,1.37060546875,0.3609375
372,0.035130859375,0.58935546875,0.0609375
373,0.0696308593749999,1.21435546875,0.4609375
374,0.0523808593749999,0.27685546875,0.2609375
375,0.017880859375,0.90185546875,0.6609375000000001
376,0.0135683593749999,0.82373046875,0.2109375
377,0.0480683593749999,1.44873046875,0.6109375
378,0.065318359375,0.51123046875,0.0109375
379,0.0308183593749999,1.13623046875,0.4109375
380,0.022193359375,0.35498046875,0.7109375
381,0.0566933593749999,0.97998046875,0.3109375
382,0.039443359375,0.66748046875,0.5109375
383,0.004943359375,1.29248046875,0.1109375
384,0.004673828125,0.45751953125,0.7203125
385,0.0391738281249999,1.08251953125,0.3203125
386,0.0564238281249999,0.77001953125,0.5203125000000001
387,0.021923828125,1.39501953125,0.1203125
388,0.0305488281249999,0.61376953125,0.2203125
389,0.065048828125,1.23876953125,0.6203125
390,0.047798828125,0.30126953125,0.0203125
391,0.0132988281249999,0.92626953125,0.4203125
392,0.017611328125,0.84814453125,0.0703125
393,0.0521113281249999,1.47314453125,0.4703125
394,0.069361328125,0.53564453125,0.2703125
395,0.0348613281249999,1.16064453125,0.6703125000000001
396,0.0262363281249999,0.37939453125,0.5703125
397,0.0607363281249999,1.00439453125,0.1703125
398,0.043486328125,0.69189453125,0.7703125000000001
399,0.0089863281249999,1.31689453125,0.3703125
400,0.011142578125,0.65283203125,0.4953125
401,0.045642578125,1.27783203125,0.0953125
402,0.0628925781249999,0.34033203125,0.6953125
403,0.0283925781249999,0.96533203125,0.2953125
404,0.0370175781249999,0.49658203125,0.1953125
405,0.071517578125,1.12158203125,0.5953125
406,0.0542675781249999,0.80908203125,0.3953125
407,0.0197675781249999,1.43408203125,0.7953125000000001
408,0.0154550781249999,0.26220703125,0.3453125
409,0.0499550781249999,0.88720703125,0.7453125
410,0.067205078125,0.57470703125,0.1453125
411,0.0327050781249999,1.19970703125,0.5453125
412,0.0240800781249999,0.73095703125,0.6453125000000001
413,0.0585800781249999,1.35595703125,0.2453125
414,0.0413300781249999,0.41845703125,0.4453125
415,0.006830078125,1.04345703125,0.0453125
416,0.0079082031249999,0.78955078125,0.2578125
417,0.042408203125,1.41455078125,0.6578125
418,0.0596582031249999,0.47705078125,0.0578125
419,0.0251582031249999,1.10205078125,0.4578125
420,0.0337832031249999,0.32080078125,0.7578125
421,0.068283203125,0.94580078125,0.3578125
422,0.0510332031249999,0.63330078125,0.5578125
423,0.016533203125,1.25830078125,0.1578125
424,0.0208457031249999,0.55517578125,0.5078125
425,0.0553457031249999,1.18017578125,0.1078125
426,0.072595703125,0.86767578125,0.7078125000000001
427,0.0380957031249999,1.49267578125,0.3078125
428,0.0294707031249999,0.71142578125,0.0078125
429,0.0639707031249999,1.33642578125,0.4078125
430,0.046720703125,0.39892578125,0.2078125
431,0.012220703125,1.02392578125,0.6078125000000001
432,0.010064453125,0.35986328125,0.1328125
433,0.044564453125,0.98486328125,0.5328125
434,0.0618144531249999,0.67236328125,0.3328125
435,0.027314453125,1.29736328125,0.7328125000000001
436,0.0359394531249999,0.82861328125,0.4328125
437,0.070439453125,1.45361328125,0.0328125
438,0.0531894531249999,0.51611328125,0.6328125
439,0.0186894531249999,1.14111328125,0.2328125
440,0.014376953125,0.59423828125,0.6828125
441,0.048876953125,1.21923828125,0.2828125
442,0.066126953125,0.28173828125,0.4828125
443,0.0316269531249999,0.90673828125,0.0828125
444,0.023001953125,0.43798828125,0.3828125
445,0.0575019531249999,1.06298828125,0.7828125
446,0.0402519531249999,0.75048828125,0.1828125
447,0.005751953125,1.37548828125,0.5828125000000001
448,0.005212890625,0.62353515625,0.1640625
449,0.039712890625,1.24853515625,0.5640625
450,0.056962890625,0.31103515625,0.3640625
451,0.022462890625,0.93603515625,0.7640625000000001
452,0.0310878906249999,0.46728515625,0.4640625
453,0.0655878906249999,1.09228515625,0.0640625
454,0.0483378906249999,0.77978515625,0.6640625
455,0.0138378906249999,1.40478515625,0.2640625
456,0.018150390625,0.38916015625,0.6140625000000001
457,0.0526503906249999,1.01416015625,0.2140625
458,0.0699003906249999,0.70166015625,0.4140625
459,0.035400390625,1.32666015625,0.0140625
460,0.0267753906249999,0.85791015625,0.3140625
461,0.0612753906249999,1.48291015625,0.7140625
462,0.0440253906249999,0.54541015625,0.1140625
463,0.009525390625,1.17041015625,0.5140625
464,0.011681640625,0.50634765625,0.2390625
465,0.0461816406249999,1.13134765625,0.6390625000000001
466,0.063431640625,0.81884765625,0.0390625
467,0.0289316406249999,1.44384765625,0.4390625
468,0.037556640625,0.66259765625,0.7390625000000001
469,0.072056640625,1.28759765625,0.3390625
470,0.054806640625,0.35009765625,0.5390625
471,0.0203066406249999,0.97509765625,0.1390625
472,0.015994140625,0.74072265625,0.5890625
473,0.0504941406249999,1.36572265625,0.1890625
474,0.0677441406249999,0.42822265625,0.7890625
475,0.033244140625,1.05322265625,0.3890625
476,0.0246191406249999,0.27197265625,0.0890625
477,0.059119140625,0.89697265625,0.4890625
478,0.0418691406249999,0.58447265625,0.2890625
479,0.0073691406249999,1.20947265625,0.6890625
480,0.006291015625,0.29150390625,0.4015625
481,0.0407910156249999,0.91650390625,0.0015625
482,0.058041015625,0.60400390625,0.6015625
483,0.0235410156249999,1.22900390625,0.2015625
484,0.0321660156249999,0.76025390625,0.1015625
485,0.0666660156249999,1.38525390625,0.5015625
486,0.0494160156249999,0.44775390625,0.3015625
487,0.014916015625,1.07275390625,0.7015625000000001
488,0.0192285156249999,0.68212890625,0.3515625
489,0.053728515625,1.30712890625,0.7515625
490,0.070978515625,0.36962890625,0.1515625
491,0.036478515625,0.99462890625,0.5515625000000001
492,0.027853515625,0.52587890625,0.6515625
493,0.0623535156249999,1.15087890625,0.2515625
494,0.0451035156249999,0.83837890625,0.4515625
495,0.010603515625,1.46337890625,0.0515625
496,0.0084472656249999,0.79931640625,0.7765625
497,0.0429472656249999,1.42431640625,0.3765625
498,0.0601972656249999,0.48681640625,0.5765625
499,0.0256972656249999,1.11181640625,0.1765625
500,0.034322265625,0.33056640625,0.2765625
501,0.0688222656249999,0.95556640625,0.6765625000000001
502,0.0515722656249999,0.64306640625,0.0765625
503,0.017072265625,1.26806640625,0.4765625
504,0.0127597656249999,0.40869140625,0.0265625
505,0.0472597656249999,1.03369140625,0.4265625
506,0.0645097656249999,0.72119140625,0.2265625
507,0.0300097656249999,1.34619140625,0.6265625
508,0.021384765625,0.56494140625,0.5265625
509,0.055884765625,1.18994140625,0.1265625
510,0.038634765625,0.25244140625,0.7265625
511,0.004134765625,0.87744140625,0.3265625
512,0.0042021484375,0.563720703125,0.76328125
513,0.0387021484375,1.188720703125,0.36328125
514,0.0559521484374999,0.251220703125,0.5632812500000001
515,0.0214521484375,0.876220703125,0.16328125
516,0.0300771484374999,0.407470703125,0.26328125
517,0.0645771484375,1.032470703125,0.66328125
518,0.0473271484374999,0.719970703125,0.06328125
519,0.0128271484375,1.344970703125,0.46328125
520,0.0171396484375,0.329345703125,0.01328125
521,0.0516396484374999,0.954345703125,0.41328125
522,0.0688896484374999,0.641845703125,0.21328125
523,0.0343896484374999,1.266845703125,0.61328125
524,0.0257646484375,0.798095703125,0.51328125
525,0.0602646484375,1.423095703125,0.11328125
526,0.0430146484375,0.485595703125,0.7132812500000001
527,0.0085146484375,1.110595703125,0.31328125
528,0.0106708984375,0.524658203125,0.43828125
529,0.0451708984374999,1.149658203125,0.03828125
530,0.0624208984375,0.837158203125,0.63828125
531,0.0279208984374999,1.462158203125,0.23828125
532,0.0365458984375,0.680908203125,0.13828125
533,0.0710458984374999,1.305908203125,0.53828125
534,0.0537958984374999,0.368408203125,0.33828125
535,0.0192958984375,0.993408203125,0.73828125
536,0.0149833984374999,0.759033203125,0.38828125
537,0.0494833984374999,1.384033203125,0.78828125
538,0.0667333984375,0.446533203125,0.18828125
539,0.0322333984375,1.071533203125,0.58828125
540,0.0236083984374999,0.290283203125,0.6882812500000001
541,0.0581083984375,0.915283203125,0.28828125
542,0.0408583984375,0.602783203125,0.48828125
543,0.0063583984374999,1.227783203125,0.08828125
544,0.0074365234375,0.270751953125,0.20078125
545,0.0419365234375,0.895751953125,0.60078125
546,0.0591865234375,0.583251953125,0.00078125
547,0.0246865234374999,1.208251953125,0.40078125
548,0.0333115234375,0.739501953125,0.70078125
549,0.0678115234375,1.364501953125,0.30078125
550,0.0505615234374999,0.427001953125,0.5007812500000001
551,0.0160615234375,1.052001953125,0.10078125
552,0.0203740234375,0.661376953125,0.55078125
553,0.0548740234374999,1.286376953125,0.15078125
554,0.0721240234374999,0.348876953125,0.7507812500000001
555,0.0376240234375,0.973876953125,0.35078125
556,0.0289990234374999,0.505126953125,0.05078125
557,0.0634990234375,1.130126953125,0.45078125
558,0.0462490234374999,0.817626953125,0.25078125
559,0.0117490234374999,1.442626953125,0.6507812500000001
560,0.0095927734375,0.856689453125,0.17578125
561,0.0440927734374999,1.481689453125,0.57578125
562,0.0613427734375,0.544189453125,0.37578125
563,0.0268427734375,1.169189453125,0.7757812500000001
564,0.0354677734375,0.387939453125,0.47578125
565,0.0699677734374999,1.012939453125,0.07578125
566,0.0527177734374999,0.700439453125,0.67578125
567,0.0182177734374999,1.325439453125,0.27578125
568,0.0139052734374999,0.466064453125,0.6257812500000001
569,0.0484052734374999,1.091064453125,0.22578125
570,0.0656552734375,0.778564453125,0.42578125
571,0.0311552734374999,1.403564453125,0.02578125
572,0.0225302734374999,0.622314453125,0.32578125
573,0.0570302734374999,1.247314453125,0.72578125
574,0.0397802734375,0.309814453125,0.12578125
575,0.0052802734375,0.934814453125,0.52578125
576,0.0058193359375,0.436767578125,0.11953125
577,0.0403193359374999,1.061767578125,0.51953125
578,0.0575693359374999,0.749267578125,0.31953125
579,0.0230693359374999,1.374267578125,0.7195312500000001
580,0.0316943359375,0.593017578125,0.41953125
581,0.0661943359374999,1.218017578125,0.01953125
582,0.0489443359375,0.280517578125,0.6195312500000001
583,0.0144443359374999,0.905517578125,0.21953125
584,0.0187568359375,0.827392578125,0.66953125
585,0.0532568359375,1.452392578125,0.26953125
586,0.0705068359375,0.514892578125,0.46953125
587,0.0360068359374999,1.139892578125,0.06953125
588,0.0273818359374999,0.358642578125,0.36953125
589,0.0618818359374999,0.983642578125,0.76953125
590,0.0446318359374999,0.671142578125,0.16953125
591,0.0101318359375,1.296142578125,0.56953125
592,0.0122880859374999,0.710205078125,0.29453125
593,0.0467880859375,1.335205078125,0.69453125
594,0.0640380859374999,0.397705078125,0.09453125
595,0.0295380859374999,1.022705078125,0.49453125
596,0.0381630859374999,0.553955078125,0.79453125
597,0.0726630859375,1.178955078125,0.39453125
598,0.0554130859374999,0.866455078125,0.5945312500000001
599,0.0209130859375,1.491455078125,0.19453125
600,0.0166005859375,0.319580078125,0.54453125
601,0.0511005859375,0.944580078125,0.14453125
602,0.0683505859375,0.632080078125,0.7445312500000001
603,0.0338505859375,1.257080078125,0.34453125
604,0.0252255859374999,0.788330078125,0.04453125
605,0.0597255859374999,1.413330078125,0.44453125
606,0.0424755859374999,0.475830078125,0.24453125
607,0.0079755859375,1.100830078125,0.64453125
608,0.0068974609375,0.729736328125,0.45703125
